Caffeine,HMDB01847,C07481,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Salicylurate,HMDB00840,C07588,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DL DOPA,HMDB00609,C00355,76807,43060,41992,54939,40756,48831,43365,53667,64489,52896,52858,45880,73680,66229,37564,42870,96064,46723,77108,33073,49327,35210,48848,54895,36770,39373,43704,54141,46013,32047,47461,38935,57945,32127,57251,53158,65404,46637,56552,44904,69085,68306,41184,43736,34294,38463,73856,57733,42255,96161,30435,66484,42980,52532,51650,39678,52727,67526,30335,36850,55801,36006,70350,42515,57103,73670,44643,74907,67009,26107,41481,44551
Selenomethionine,HMDB03966,C05335,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dimethylarginine (A/SDMA),HMDB01539/HMDB03334,C03626,2726547,1430432,1861310,1652937,2193230,1062703,1253052,975541,1408873,1073861,2070681,2046051,1425524,2116156,1514228,1745261,2646609,1771653,2218717,809477,2070146,2194984,2010458,1512790,695205,1076197,2007318,1860873,1871514,1187167,1334994,1182803,732071,1168587,1367352,739990,2574702,1091824,1212514,495921,2467786,1747765,1109527,816394,1490102,3129040,1324025,2643225,1158246,4866147,2065926,1300015,2141050,1411365,1288144,2208999,1316618,1930600,429816,1829141,848563,4021389,707111,1525039,1399317,3095236,895556,1883948,1338865,985382,1477765,1444751
Spermine,HMDB01256,C00750,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3-Indolebutyric Acid,HMDB02096,C11284,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Acetylcarnitine,HMDB00201 ,C02571,27911750,48556407,36665507,30226067,31484663,26964787,40433965,38139559,26080951,23173017,35283715,44057337,18602667,42542514,31553343,56073378,48395407,38357161,28430597,40570579,33823824,42063777,38191925,38806646,28664990,54912459,50678385,37527374,27276804,42461708,29566181,50340766,35505568,34703244,19756150,36684306,39779154,43117483,26319274,29192407,21457205,23459216,23447683,14082480,59064049,39779389,36720993,27698160,34339557,40453457,36837915,43350813,35721700,43653397,25679514,24174701,35150496,28058825,15494077,38565616,21289273,33088903,19152112,48254853,57536832,34777166,34355594,22389519,31631251,23883494,51762125,34310920
Tryptophan,HMDB00929,C00078,2065273,2955250,2740777,3850398,2550415,2890148,5115308,2440010,2531905,2373969,3370795,3951928,2511504,2679448,3781756,3525766,4746705,2550919,3556825,2982095,2902251,3298848,2574920,3631778,1819651,1786755,2415278,2897240,2214784,3135367,2222205,2378416,3325601,3308915,2388121,2643066,2099490,2567101,3024506,1509843,2279372,3515782,2775969,1607827,3519959,2181448,2425484,3214480,3127194,2335221,3057182,2744373,1576441,2185867,3035892,2357038,3785607,2363643,1016693,2917589,3082647,2112030,2243951,2578096,4373554,2821757,2850806,2062105,2612921,1312855,1742306,2409113
L-Kynurenine,HMDB00684,C00328,2339768,3246266,2855368,2588735,2845493,2424264,4383301,1901115,1980529,2146640,2110920,3786440,2226265,2560183,2855251,3481202,5124526,2750345,2713270,2811293,2682147,3410229,2398426,3162025,1828325,1995368,3459351,2949860,1681107,2785938,1889637,2769706,2523956,2590336,1566484,1852500,2580788,2493399,2400615,1442359,2488651,2349558,1848475,1079047,3052922,2967718,2715794,2412771,2055302,1827709,3197895,2257368,2328505,2102019,2631276,1993566,3157059,2273383,798585,3284542,1676699,3111782,1328198,2818745,3151491,2202625,2550067,1751108,2134531,1369448,2159629,2889468
Phosphocreatine,HMDB01511,C02305,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N-Ac-Arginine,HMDB04620,N/A,3339812,3427763,4594437,2325278,5863487,4518790,4886823,5005080,5071188,4788320,2179222,5353484,4540189,3846929,4627781,3201722,5085175,3476947,4591501,1774013,3135031,3065011,3942508,3039705,2385848,3348405,4372691,4442325,9493775,2726500,4670680,2418212,3622530,2828760,3578405,2812014,7930502,2851144,2955265,1301440,6506052,2777200,3718377,3621365,4517404,1324068,2724170,9110701,3041586,11838189,1580896,4173500,3547086,4983436,2979461,5204597,5321033,4964281,833426,2399928,4258807,2339122,5745601,2565256,4145500,4601187,3130623,3673571,4939799,3176908,3504477,2983494
Carnosine,HMDB00033,C00386,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2'-Deoxycytidine,HMDB00014,C00881,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2'-Deoxyuridine,HMDB0000012,C00526,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Biopterin,HMDB00468,C06313,10638673,7749768,9631650,8754227,7495312,8354611,13480081,12152037,7900963,8495059,8460732,9171806,8220515,8300321,9079302,9160689,11945955,8995526,11588356,9597252,7954597,9167725,7549849,10481996,6642688,6267632,7516425,10407714,7743363,9580854,8549836,7969843,8159328,8892064,8375576,9073169,8970053,8524481,7733279,4020594,9854943,7197635,6472835,6028527,6398709,7641715,9216642,10846885,7706919,7584026,7579024,8370914,6978745,9627299,7728862,7377130,9654810,8553421,3927556,7549042,7931843,7488379,8330450,6511607,9319397,9174974,8011835,6525484,9306085,5865538,7055399,7377644
Anserine,HMDB00194,C01262,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cystine,HMDB00192,C00491,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cytidine,HMDB00089,C00475,92333,99074,118559,97357,88129,83638,95588,91262,157377,83499,79365,102178,113474,88849,112045,122977,138241,94965,112913,89566,66616,65006,94886,112776,64229,103496,86778,99582,77729,85390,69396,89646,81614,78014,86105,68032,108964,116885,160670,54406,120014,108663,87153,85115,116352,64350,101527,104595,89438,86927,75025,95054,77537,76254,59997,85531,90715,85931,40167,138093,84523,74560,73240,96508,94408,84101,59396,81035,91111,43241,117603,82755
Uridine,HMDB00296,C00299,87701,91802,132539,87778,95690,118243,114556,108529,133667,119095,108212,117254,125481,111772,128609,108319,115565,83893,132280,96368,91372,52172,98847,104031,75417,57255,92483,115575,106469,113698,122315,69748,119699,94758,107126,90298,91160,198535,216257,50487,92505,119172,344406,87722,89776,113828,128282,105505,107129,102630,90524,117906,84666,97121,97993,71646,120317,121536,42681,92493,140415,81407,98147,218010,121161,93503,92951,82738,121848,43867,86332,79581
isoValerylcarnitine,HMDB00688,C20826,371160,350476,345575,334348,306297,312140,378572,337352,303381,307361,263397,352959,287500,277312,318778,331846,396397,293742,337245,288556,296556,305292,419222,291980,224515,263827,304689,283619,318728,391956,367468,369974,420745,405052,375381,382584,382503,344861,374722,269227,373907,361640,356092,296698,435599,361754,409457,397308,409837,418384,366831,382034,385888,420353,365412,354321,369970,379472,254321,358314,349173,318999,372845,348714,472916,343602,363290,299054,349889,303462,326480,358423
Neopterin,HMDB00845,C05926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Glycerophosphocholine,HMDB00086,C00670,23414971,27081619,29848905,19322409,16911879,29952559,41270886,27721700,31576707,17551906,27728611,22096078,35666812,20161306,31052022,24851558,47907284,28519303,22712325,24362435,20465130,14769834,29033549,29594719,14052351,31238507,19447569,28905672,28339894,26020956,29616473,30592035,33083724,31093881,23610743,24545492,24400579,30962895,41117253,12491391,35815146,33325197,14611725,23497597,32113758,12468284,27976625,30577021,33028066,26894240,26148158,32118844,24388549,22767145,12900656,22446794,25188088,33835923,5991009,24734378,19985655,16695421,28094486,23440673,26284838,19564955,17351989,20433259,25320556,17759326,38231347,23870137
5-Methylcytidine,HMDB00982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phosphotyrosine,HMDB06049,C06501,1267912,2252494,1324774,2881103,561189,1973232,2946884,1754264,1651631,1893362,1319279,1277580,1419544,2116521,1540096,1014716,1953772,2135225,941237,790228,900094,473047,3026603,2056419,616448,2819681,1242095,1608141,2864802,2725252,2628461,2320724,2733980,3721423,1669656,1921426,2390872,3297414,2938735,1409662,1377164,2250254,1805818,469061,1339270,410256,2007732,2084111,3921298,3618313,966212,2804802,1653052,1920012,384978,539546,2227963,2175098,530737,1961547,1215686,1285463,2732822,3291571,3694534,1670522,1573664,1266395,886776,831401,4807203,1136184
Succinylcarnitine,HMDB61717,N/A,55971,80680,73220,118516,88110,76718,98417,91924,148632,87518,82294,117551,79890,58128,101871,93716,129289,91924,55537,67057,46509,100860,89738,68412,68238,59318,67384,90599,85905,105517,53384,64195,116637,97214,58622,98496,86585,122723,166918,52205,46768,96259,101006,68027,118676,67174,103388,85133,86968,126370,77026,90368,66830,44432,64814,99009,57472,55451,18376,57352,80833,66995,105560,82150,99579,69268,51426,48723,73038,26656,118736,80276
Thiamine,HMDB00235,C00378,3886167,1882388,4640050,310439,587581,723010,5110854,510524,340851,1839695,525289,5963835,560499,2940013,741952,2903857,3176080,2518199,5494969,3230698,5294170,2020951,3916533,3951080,1037342,1670609,2481510,4021689,669756,3422044,2797436,2712642,380758,3033867,657970,388095,5136163,874092,133983,239592,3709987,317537,134784,364939,2245741,2555781,4834086,5609786,4157610,4161801,3741165,3989301,1909647,4705161,3752569,374511,5694493,2856622,1183739,3037801,468935,1938503,262943,3062054,4524839,5543495,4742380,4019943,5464633,1956569,1585780,2371828
"2,3-Diphosphoglyceric Acid",HMDB01294,C01159,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Deoxyguanosine,HMDB00085,C00330,1953182,2099336,1560819,1683731,1559434,1271557,1697740,913052,1257296,1385942,1362656,1226655,1534023,2169945,1142225,1775056,2783721,2031240,2040117,1319196,1108119,1437057,1525521,1679573,850172,1224708,2113496,1490875,1356027,1386230,1342343,1352503,838304,1407374,2174785,1219484,1241315,1269765,1428532,838500,2398015,1569052,1704803,1554728,1327426,2186282,1742494,1370165,1303698,1095803,939596,1700492,2085056,1546895,1405111,1705524,1370451,1593203,418976,1800258,1288373,2104666,1523761,1487574,1036655,1241939,1225530,1530788,1413204,1274018,1656191,1895099
Adenosine,HMDB00050,C00212,125576,430457,191070,279182,462731,174271,197598,162469,232006,301410,617200,191262,146681,269846,247242,168089,353028,127912,138150,101520,122188,234960,150262,166350,149392,119079,204665,162958,144286,144358,126831,198414,170059,171612,131576,133326,152370,816250,138476,82409,125507,150460,239409,243423,330551,181862,307040,219678,101690,105323,123915,116421,157786,88535,131440,163272,199425,117805,152816,145034,304084,147416,141016,193893,146742,151415,143702,210451,126429,110659,177226,109493
Inosine,HMDB00195,C00294,596881,861984,649245,1060862,841157,836037,1144468,593790,821421,833196,687458,754659,837938,871623,686366,940581,1048096,713987,864714,614935,644184,1071780,474843,556906,579634,576215,837069,662928,548470,665641,760027,670228,513390,569707,711624,473175,693949,718503,721072,456587,574578,1251441,1224510,954178,654991,1040828,822715,788428,530776,571508,634013,632514,671225,615418,927274,650801,751355,856678,277459,989484,637590,779833,534186,876826,583748,916615,622781,613409,624590,417930,665746,851438
Glutarylcarnitine,HMDB13130,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1-Methyladenosine,HMDB03331,C02494,9382907,17459308,12626160,17057190,14115948,10709396,25016235,12479490,5880407,7788514,12762907,15693401,9683620,13194784,13721915,18342160,33336186,17206127,12038929,13425834,12638588,24621688,10990753,14260878,8236034,11346783,15580489,13246303,9438688,15054081,9896897,16976297,10272656,15271686,10095028,7405504,9191165,10668529,8438744,8827376,7769522,9249785,15231511,7461988,16894088,18166870,10238250,14925149,11382744,6116706,15681201,7888643,9499911,11186901,15748685,9659498,18330290,6806497,5271204,15161984,7737996,12722584,7632927,14318585,18870674,12570865,13191860,8291431,9110056,7055636,10659335,13854265
6-Methyladenosine,HMDB04044,N/A,19697,42204,29219,1479145,1184725,864029,53047,1176174,576048,627947,1217444,35368,899041,35495,1499231,49893,91719,37043,26786,29362,24606,61642,22801,30504,626638,27200,37638,30547,851742,37875,21878,44245,1275138,36201,1073438,804563,21673,1235204,1299762,852282,16516,1178985,1892674,631398,53871,44240,25488,36867,26118,26209,41089,37232,33195,28090,33316,1126617,43938,16592,306341,37858,829726,36602,799190,38093,50722,24284,27992,17083,24530,13680,37036,39949
Guanosine,HMDB00133,C00387,4221431,4482312,4122115,5022223,4569289,4238545,7393005,2941114,4277859,4130685,4189897,4291988,4231767,4436688,3058624,4488071,5967543,5305912,4773926,3839251,3574678,4592457,3219288,3982643,2961988,3213634,3919057,3857755,3248212,3617072,3533478,3385798,2623211,3619089,4306525,2676836,3536241,3523017,3941714,1767069,4338618,4682355,3490648,3818561,3456634,4336802,5117533,4284866,3233773,2409845,3428529,4241614,3883006,3393889,3610261,3396826,4835300,4910795,1119036,4751501,3950885,3945338,3356629,4231118,3142578,3377003,3462253,3450270,3742249,2799188,3590043,4870112
Retinal,HMDB01358,C00376,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Retinol,HMDB00305,C19962,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Argininosuccinate,HMDB00052,C03406,250311,221218,192270,221024,302926,158371,176163,129311,203159,232100,168879,304321,184253,225954,197587,196833,303404,162226,204201,143494,250936,331277,203471,159787,113975,126027,212469,215544,198260,156307,144227,119468,87600,136671,163678,117461,196773,88450,127511,95749,172578,214542,221269,126460,164158,352893,156900,474425,128491,442394,202234,170599,239150,183983,202885,217176,157633,262416,87286,156698,198818,748228,105887,134074,178259,255706,158483,200388,177756,164573,221715,144011
5'-Methylthioadenosine,HMDB01173,C00170,1267857,1484354,1851999,1395279,1237122,1240894,2088531,1164222,1226008,1087273,1431297,1318134,1217520,1274030,1431088,1596981,2217160,1712335,1474503,1073222,1040879,1076030,1180531,1662501,964614,828947,1462466,1435860,1101956,1316579,1208682,1160170,1127654,1184348,980110,863940,1116402,1445644,1609696,594708,1489004,1070830,779451,897209,1316863,1096467,1458943,1678639,1207621,1305510,1079797,1160189,1278454,1139084,876384,943858,1631643,1770121,491463,1562102,1037543,1180719,880066,1292124,1229703,989086,1154026,1181594,1267492,811759,1195335,1540010
"N2,N2-Dimethylguanosine",HMDB04824,N/A,56325,59829,57779,58681,54290,56754,63914,43818,48445,42591,40664,36530,41264,64066,45025,70539,87507,62211,72762,47857,41439,69725,30331,49593,32410,51164,48046,45708,53362,47775,43841,71772,53474,45932,50485,48273,62098,54287,46283,36238,60455,50513,55349,46934,56849,73308,50752,52528,43641,38168,39609,40703,64402,61564,42058,55158,57264,54816,28472,57928,68745,63784,48264,53493,45546,52974,46617,36582,54424,50081,57586,59082
UMP,HMDB0000288,C00105,548078,596672,646299,1571270,1502625,1421194,617032,1212589,1627166,1259828,1311631,523089,1597399,680566,1789713,602525,810019,533763,529474,426042,450347,620384,510426,503605,827792,456021,591279,522608,1147303,528913,454099,535912,1285464,542910,1714096,1167500,457927,2196721,1982951,735785,681678,1672275,1397632,1170824,550816,564776,688207,653479,479425,528616,424060,799906,652279,459733,537810,1583828,560808,583008,436658,553645,1349268,720849,1521634,560156,551155,531656,465003,470956,563484,460802,599316,469838
cAMP,HMDB00058,C00575,41364,29595,39312,44734,30746,43985,53383,41288,34275,30689,49561,35232,42395,47061,47478,49787,52823,52106,37366,33894,46794,52808,37829,38317,30956,32552,44827,35257,33232,58663,35302,32164,35925,48465,49865,24554,48893,20642,49534,20366,52457,40378,32496,35611,32252,49507,35215,48266,42027,38026,29265,28792,58422,41734,38706,41594,39839,35797,14415,43939,32756,40109,34586,39729,40087,37570,31212,35427,41552,43278,35218,47567
GMP,HMDB01397,C00144,96281,157795,164957,234372,298025,142798,187684,128335,141855,180921,309530,122789,97703,121741,136151,125460,190882,118809,144172,143310,107163,112088,139677,159983,105070,114616,108093,116384,95509,122054,140074,153823,133211,150535,108947,182020,161133,1448491,195781,119303,172722,157125,177787,172353,140978,121873,370740,178540,144303,108623,112047,158725,132886,132195,93609,131019,178797,184486,120826,161259,283662,138699,142091,134144,136075,122019,136754,128440,165790,91768,125614,132520
Riboflavin,HMDB00244,C00255,619649,817757,567908,753789,788608,665840,1115352,630189,356805,582208,609318,792303,318925,493240,886558,886756,1705646,868910,650477,514072,759654,1475788,552634,674449,291137,712472,796185,653049,488332,964537,570254,1059281,655056,682743,528177,562755,567442,770985,419460,285914,750907,403612,434219,206958,1409623,786186,733154,754945,773498,505661,1317562,394211,569629,808245,932063,518411,1033574,659172,202926,966243,636526,765840,277871,800930,1378869,920867,613635,540921,531859,439790,680896,649726
SAH,HMDB0000939,C00021,74188,75901,85797,46247,42937,51026,120525,50708,50315,42328,50334,80320,57481,74664,55503,96666,91223,89821,70684,83702,44819,41209,88145,117416,38780,43554,66287,97835,35480,55728,62598,55756,58498,81641,41510,38202,41976,56789,66322,20218,70769,52357,26537,37077,82973,41961,67165,85324,74049,88405,60554,95551,69536,72722,43237,48443,90041,94562,10869,87514,29934,69661,40137,65467,65450,53739,52008,61560,83952,29931,97231,85844
Cholecalciferol,HMDB00876,C05443,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ergocalciferol,HMDB00900,C05441,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
S-Adenosylmethionine (SAM),HMDB01185,C00019,643921,653111,744426,358606,403930,311198,820384,300379,295810,329055,324119,438228,364746,482086,375055,590146,687195,692029,754480,538380,480119,354562,441805,783483,268451,307732,537117,683020,260020,554276,685998,482041,268216,616689,325576,247546,562969,347011,417378,183008,660103,315912,203013,204609,626647,521699,643692,736316,621409,603359,594131,428873,555762,603220,435374,294739,858231,1197453,157121,727315,294824,565306,268333,635200,615560,518484,731183,500142,726150,395860,485466,909050
CDP,HMDB01546,C00112,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
